;id_Comp_Matriz;Servicio;Ministerio;Anio;indicador1;indicador2;indicador3;indicador4;indicador5;indicador6;indicador8;indicador9;indicador10;indicador11;indicador12;indicador13;indicador14;indicador15;indicador16;indicador17;indicador18;indicador19;indicador20;indicador21;indicador22;indicador23;indicador24;indicador25;indicador26;indicador27;indicador28;indicador29;indicador30;indicador31;indicador32;indicador1_III;indicador2_III;indicador3_III;indicador4_III;indicador5_III;indicador6_III;indicador8_III;indicador9_III;indicador10_III;indicador11_III;indicador12_III;indicador13_III;indicador14_III;indicador15_III;indicador16_III;indicador17_III;indicador18_III;indicador19_III;indicador20_III;indicador21_III;indicador22_III;indicador23_III;indicador24_III;indicador25_III;indicador26_III;indicador27_III;indicador28_III;indicador29_III;indicador30_III;indicador31_III;indicador32_III;porComp;porTra;porAnom;porProm;score;Ministerio_y;Monto;Cantidad_licitaciones
141;7330;Servicio De Salud Coquimbo Hospital Comb;Ministerio de Salud;2021;57.7;2.0;0.0;44.56521739130435;39.130434782608695;39.42438098458293;127.26661866827;516.9109911071901;0.03436467034869394;0.16226561329134975;20.513;0.9230769230769231;15.086206896551724;36.01970506251312;1.26;0.0;25.0;;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;;2.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;;3.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;3.0;1.0;;13.0;25.0;20.0;17.0;60.41233351578179;;629827573.0;468
1329;1796821;Centro De Formación Técnica Estatal De La Región Del Biobío;Otros;2022;0.0;5.0;;67.96875;1.5625;74.2542050794333;174.560546875;4669.651927871772;0.07872121448200542;1.0935596073101788;20.0;5.0;17.1875;84.29220102676388;5.0;0.0;25.0;;;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;;;0.0;;1.0;3.0;;1.0;1.0;3.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;3.0;2.0;1.0;2.0;;;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;;1.0;;29.0;0.0;12.0;20.0;65.94690265486726;;629575320.0;127
2199;7076;Fiscalia Nacional Economica;Ministerio de Economía, Fomento y Turismo;2022;75.0;2.0;-2.0;66.98113207547169;59.43396226415094;46.16726513537698;256.318930936282;897.76865595679;0.19765590988864393;0.552649425335025;10.0;2.5;23.58490566037736;47.06622052959672;2.5;0.0;25.0;;50.0;;0.0;0.0;0.0;0.0;100.0;0.0;0.0;;50.0;;;3.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;2.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;;;27.0;0.0;12.0;19.0;50.839573405945096;;626966483.0;106
41;1688783;Consultorio General N°2 De Los Andes;Ministerio de Salud;2021;44.7;8.0;-1.0;54.77855477855478;9.090909090909092;3.960496313482558;89.95829854131101;596.995234811506;0.015294480202295837;0.1744269811349186;4.082;3.0526315789473686;9.784735812133071;38.9714855926604;1.63;0.0;25.0;39.47;;100.0;0.0;5.26;0.0;0.0;100.0;9.090000000000003;0.0;0.0;0.0;100.0;;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;3.0;;7.0;25.0;20.0;14.0;66.27257799671594;;626752445.0;610
1893;1060064;Consejo Para La Transparencia;Otros;2022;42.9;4.0;0.0;53.54838709677419;9.032258064516128;6.389483076436157;873.6732113631709;1276.799838746256;0.936624707017983;0.471027419168066;3.774;3.4285714285714284;39.354838709677416;60.79293019100707;3.69;0.0;25.0;;75.0;66.67;0.0;0.0;0.0;0.0;100.0;18.180000000000007;0.0;0.0;75.0;66.67;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0;;3.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;3.0;3.0;;13.0;50.0;33.0;25.0;56.13196351676669;;621517870.0;156
1850;115457;I Municipalidad De San Jose De Maipo;Municipios;2022;70.0;2.0;0.0;62.27272727272727;15.909090909090908;12.342507507494144;154.95862504134502;2025.849394760287;0.08599517249849416;0.5121816812394189;13.333;1.2;17.727272727272727;68.18962567754411;1.5;0.0;25.0;;33.33;100.0;0.0;10.0;0.0;0.0;100.0;0.0;0.0;0.0;33.33;100.0;;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;;27.0;25.0;22.0;25.0;54.38239582273761;;620776856.0;218
1803;7426;Servicio De Salud Valdivia Hospital De C;Ministerio de Salud;2022;42.1;2.0;0.0;39.54451345755694;1.4492753623188406;4.707657951490221;128.491927180544;333.530054726547;0.022503705221287237;0.06777585083414642;6.977;2.0526315789473686;12.603305785123968;27.45370134979782;2.05;0.0;25.0;5.26;;;0.0;5.26;0.0;0.0;100.0;0.0;0.0;0.0;0.0;;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;20.0;0.0;12.0;15.0;68.6769365235442;;619521764.0;506
557;1216200;Servicio Nacional De Salud Hospital De Llay Llay;Ministerio de Salud;2021;39.1;5.0;-4.0;34.48275862068966;4.161712247324614;3.8350258915732205;143.903775427034;573.7431420593409;0.04768154571480968;0.11328832934994292;4.545;4.043478260869565;18.086347724620772;41.58716683897248;2.21;0.0;18.47826086956522;8.7;46.67;0.0;4.35;8.7;0.0;0.0;56.25;-22.319999999999993;4.35;0.0;46.67;0.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;;13.0;0.0;0.0;7.0;60.08818342151676;;614398116.0;993
881;7279;Servicio De Salud Del Maule Hospital De;Ministerio de Salud;2021;61.5;2.0;-4.0;40.609137055837564;0.5076142131979695;0.4744660970403737;119.880923477087;335.29327213193903;0.025638809380450153;0.06699370694535735;9.524;1.4615384615384615;14.332784184514002;29.66993247584697;1.46;0.0;26.923076923076923;15.38;76.92;;7.69;0.0;0.0;0.0;100.0;8.700000000000003;7.69;;76.92;;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;3.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;3.0;;;13.0;25.0;25.0;19.0;55.86517734665883;;608177168.0;829
1410;7229;Delegación Presidencial Regional De Aysén Del General Carlos Ibáñez De;Ministerio del interior y Seguridad pública;2022;20.0;3.0;-1.0;39.44636678200692;66.43598615916954;56.692106061382894;339.357940332951;1339.1674919349728;0.20368674298516515;0.40878227685811086;6.25;3.2;31.379310344827587;60.54561874758971;2.67;0.0;10.0;20.0;;100.0;0.0;0.0;0.0;0.0;25.0;-75.0;0.0;0.0;0.0;100.0;;1.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;;1.0;3.0;;20.0;25.0;22.0;21.0;56.57274607533991;;606564850.0;290
1946;7422;Servicio De Salud Valdivia Hospital De P;Ministerio de Salud;2022;0.0;4.0;-2.0;33.225806451612904;3.870967741935484;8.70723243580181;174.661825515109;711.74340722627;0.04973983605390194;0.09925308679770294;25.0;4.0;19.193548387096776;47.80744526151393;1.33;0.0;25.0;100.0;;;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0;3.0;;;1.0;1.0;1.0;1.0;;;1.0;;;;;20.0;33.0;0.0;17.0;70.66125860373648;;604615354.0;667
559;1550588;Subsecretaria De Derechos Humanos;Ministerio de Justicia y Derechos Humanos;2021;50.0;2.0;-1.0;62.39316239316239;17.094017094017094;5.623926271312712;216.96257278106899;1439.7094392601991;0.11698551213482876;0.7989212099678162;20.0;2.5;17.94871794871795;57.53081018954753;2.5;0.0;12.5;;100.0;;0.0;0.0;0.0;0.0;50.0;50.0;0.0;;100.0;;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;;3.0;;1.0;1.0;1.0;1.0;2.0;3.0;1.0;;3.0;;;13.0;33.0;25.0;19.0;60.45584045584046;;600615900.0;132
1862;7287;Servicio Nacional De Salud Hospital De Puerto Octay;Ministerio de Salud;2022;50.0;3.0;1.0;51.38121546961326;14.917127071823206;8.510749662932577;129.519454474939;385.456998538347;0.04876051752029524;0.08197235048757721;4.167;2.6875;14.659685863874346;32.957464274588844;1.48;0.0;21.875;31.25;20.0;;0.0;6.25;0.0;0.0;80.0;80.0;0.0;0.0;20.0;;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;1.0;;;20.0;0.0;12.0;15.0;69.99578592498946;;599564711.0;577
992;85017;Unidad De Analisis Financiero;Ministerio de Hacienda;2021;36.8;3.0;-1.0;74.56140350877193;28.07017543859649;19.682890587178612;155.432446968298;1224.0184137494502;0.057376151127052126;0.4402872714967871;4.762;2.8947368421052633;13.157894736842104;59.99120513549917;2.75;0.0;25.0;5.26;27.27;0.0;0.0;10.53;0.0;0.0;100.0;0.0;0.0;0.0;27.27;0.0;;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;;13.0;0.0;10.0;10.0;60.19400352733686;;598170521.0;116
1335;270727;Delegación Presidencial Regional De Arica Y Parinacota;Ministerio del interior y Seguridad pública;2022;44.4;2.0;0.0;39.053254437869825;18.639053254437872;10.692506734454597;207.975927845664;1998.9739114440504;0.0918998293309588;0.482941996616114;7.5;2.0;21.301775147928996;65.3823780606222;2.25;0.0;13.88888888888889;;;0.0;5.56;5.56;0.0;0.0;30.77;-31.73;5.56;0.0;0.0;0.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;11.0;58.349438849896586;;596086995.0;446
241;1688781;Consultorio General Urbano San Felipe;Ministerio de Salud;2021;44.8;2.0;-5.0;56.373937677053824;24.362606232294617;14.547843672657045;88.012246680839;661.658902064267;0.0141893182650509;0.22399954037929345;7.843;1.4137931034482758;8.938547486033519;42.202631221394114;1.71;0.0;15.517241379310345;13.79;52.38;66.67;0.0;0.0;0.0;0.0;54.17;-19.159999999999997;0.0;0.0;52.38;66.67;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;;13.0;20.0;10.0;13.0;60.119929453262785;;595425643.0;501
1001;275314;Delegación Presidencial Provincial Del Tamarugal;Ministerio del interior y Seguridad pública;2021;64.3;1.0;-1.0;47.12041884816754;9.947643979057592;18.552461422143367;209.698179995073;683.274251323113;0.07882440922024356;0.3452443139181244;10.0;1.3571428571428572;18.848167539267017;40.53726677326633;1.46;0.0;33.92857142857143;;23.08;;42.86;7.14;0.0;0.0;92.31;3.4200000000000017;42.86;0.0;23.08;;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;;1.0;;2.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;1.0;;;13.0;0.0;11.0;11.0;49.421908681167935;;594880258.0;210
216;262897;Comision Nacional De Acreditacion;Otros;2021;0.0;5.0;-1.0;67.77777777777777;32.22222222222222;17.191994560488652;231.56905623819603;876.099269366439;0.10924405923998946;0.5158135159986169;7.143;3.7777777777777777;18.47826086956522;50.12123568724734;2.83;0.0;25.0;11.11;;;0.0;0.0;0.0;0.0;100.0;50.0;0.0;;0.0;;;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;;;1.0;1.0;1.0;1.0;3.0;3.0;1.0;;1.0;;;13.0;0.0;25.0;15.0;65.47822547822548;;591092171.0;92
1095;1629281;Centro De Formacion Tecnica Estatal De La Region De Los Rios;Ministerio de Educación;2022;36.4;3.0;1.0;67.28110599078342;48.38709677419355;46.159686401689015;116.130477454675;529.234849058651;0.039862527304115096;0.18211317738611404;8.772;1.9545454545454546;13.973799126637553;37.813708589052425;1.39;0.0;26.136363636363637;36.36;23.08;;4.55;0.0;0.0;0.0;100.0;0.0;4.55;0.0;23.08;;;2.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;20.0;0.0;12.0;15.0;59.68534906588003;;589637247.0;228
1905;7490;Hospital Geriatrico La Paz De La Tarde;Ministerio de Salud;2022;25.0;4.0;-1.0;48.45679012345679;9.5679012345679;16.647124130041323;82.693635624029;222.21952617850602;0.016585452856320113;0.0605087001481994;2.857;3.9583333333333335;11.027190332326285;21.51105278277292;1.9;0.0;28.125;50.0;16.67;;8.33;0.0;0.0;4.17;100.0;0.0;12.5;;16.67;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;13.0;0.0;12.0;11.0;60.635857096034094;;588101072.0;809
1407;7286;Delegación Presidencial Provincial De Choapa;Ministerio del interior y Seguridad pública;2022;33.3;2.0;0.0;21.77777777777778;89.33333333333333;97.15097273847823;796.6419749135871;630.8913231183491;0.8846016939717202;0.2290224304985077;60.0;0.6666666666666666;44.888888888888886;37.98083916420212;2.0;0.0;25.0;;;;0.0;33.33;0.0;0.0;;;0.0;0.0;;;;1.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;;;;1.0;1.0;1.0;1.0;;;1.0;;;;;33.0;0.0;0.0;23.0;49.79265529477149;;584134011.0;256
610;7391;Servicio De Salud Antofagasta Hospital 21 De Mayo Taltal;Ministerio de Salud;2021;21.2;5.0;-8.0;58.843537414965986;17.346938775510203;21.760034294133675;116.866190203743;755.2362552176969;0.025531596036816234;0.33158887008685917;6.742;3.3333333333333335;12.46376811594203;39.790865262168836;1.77;0.0;21.96969696969697;36.36;87.88;;0.0;0.0;0.0;0.0;87.88;8.569999999999993;0.0;;87.88;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;3.0;;;13.0;25.0;25.0;19.0;62.83754654125025;;577715036.0;490
1485;7403;Hospital  Lonquimay;Ministerio de Salud;2022;0.0;2.0;-3.0;44.35897435897436;1.5384615384615385;10.019160644134615;180.263403810915;474.447556989835;0.06983501627595641;0.08405414179461056;14.286;2.3333333333333335;17.857142857142858;36.652756493710946;2.33;0.0;25.0;;;;0.0;33.33;0.0;0.0;100.0;0.0;0.0;0.0;0.0;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;;;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;20.0;0.0;12.0;16.0;64.15929203539822;;574945285.0;485
2104;7444;Servicio De Salud Hospital De Peumo;Ministerio de Salud;2022;50.0;3.0;0.0;51.1764705882353;12.352941176470589;20.93774045672492;171.280295536351;860.9647376737869;0.1428566061005954;0.21419376940917595;10.526;2.8333333333333335;18.235294117647058;50.11859831993901;2.83;0.0;25.0;;33.33;100.0;0.0;16.67;0.0;0.0;100.0;0.0;0.0;0.0;33.33;100.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;;20.0;25.0;22.0;21.0;55.56911809581935;;574376336.0;403
1740;7470;Servicio Nacional De Salud Hospital De Rio Negro;Ministerio de Salud;2022;31.6;6.0;0.0;40.824742268041234;25.36082474226804;15.160482024900631;337.53506534785095;386.23284177720797;0.301697325017994;0.08248861050265165;4.505;3.263157894736842;24.20262664165103;29.673109079552873;1.48;0.0;25.0;42.11;;;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;20.0;0.0;12.0;15.0;67.03448778178375;;572702931.0;725
1249;7425;Servicio De Salud Valdivia Hospital De L;Ministerio de Salud;2022;16.7;6.0;4.0;33.20235756385069;1.5717092337917484;4.558921073481633;331.225761490666;619.479850054717;0.20092371770705858;0.10611242253654384;5.405;5.0;28.57142857142857;43.513496320982995;5.0;0.0;25.0;16.67;;;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;;;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;20.0;0.0;12.0;15.0;68.5786081066317;;570205103.0;541
1356;7255;Servicio De Salud Del Maule Hospital De Hualane;Ministerio de Salud;2022;34.6;6.0;2.0;64.87455197132617;13.620071684587815;4.700009993848202;114.453125;531.622662796549;0.03495794910104592;0.17560701815602772;3.425;4.346153846153846;14.0625;38.46288787714597;1.95;0.0;24.03846153846154;34.62;8.33;0.0;0.0;0.0;0.0;0.0;92.31;0.6400000000000006;0.0;0.0;8.33;0.0;;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;;13.0;0.0;11.0;10.0;74.63126843657817;;570077550.0;447
806;7425;Servicio De Salud Valdivia Hospital De L;Ministerio de Salud;2021;25.0;2.0;-2.0;35.26011560693642;0.7707129094412332;1.3531302270251084;232.431097080607;407.62507225392;0.1197005869422413;0.08157286549131078;10.0;2.5;23.282442748091604;33.76887319853158;2.5;0.0;25.0;;50.0;;0.0;0.0;0.0;0.0;100.0;33.33;0.0;0.0;50.0;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;;2.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;;;13.0;0.0;11.0;11.0;63.39800117577895;;568045683.0;605
1924;1620745;Centro De Formacion Tecnica De La Region De Tarapaca;Ministerio de Educación;2022;20.0;4.0;0.0;67.98029556650246;15.763546798029557;46.13509955230401;123.51016749327401;645.476411315942;0.05923909073047073;0.130854357088396;2.564;3.9;14.215686274509803;44.757291805680126;3.55;0.0;25.0;10.0;;0.0;0.0;10.0;0.0;0.0;100.0;10.0;0.0;0.0;0.0;0.0;;1.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;;13.0;0.0;11.0;11.0;66.61580714067745;;565265520.0;202
263;7283;Delegación Presidencial Provincial De Osorno;Ministerio del interior y Seguridad pública;2021;50.0;2.0;0.0;55.666666666666664;12.333333333333334;2.8908779427973434;132.444437555573;1086.410911193536;0.06636260217316414;0.2211326381332865;9.091;1.3571428571428572;15.666666666666668;57.368640420001704;1.36;0.0;10.714285714285714;7.14;66.67;50.0;0.0;14.29;0.0;0.0;42.86;-17.14;0.0;;66.67;50.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;3.0;2.0;1.0;13.0;0.0;10.0;10.0;59.18871252204585;;563999145.0;300
888;7155;Delegación Presidencial Provincial De Chañaral;Ministerio del interior y Seguridad pública;2021;0.0;2.0;1.0;51.30434782608695;42.608695652173914;91.27926607700309;291.11528461248105;7881.65889812239;0.16988604120476203;1.689010855993243;50.0;2.0;23.47826086956522;93.99651201786911;2.0;0.0;25.0;;;;0.0;0.0;0.0;0.0;100.0;0.0;0.0;;0.0;;;1.0;3.0;1.0;2.0;2.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;1.0;2.0;;;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;;;33.0;0.0;12.0;24.0;56.67301587301588;;562862885.0;115
1754;1090451;Fund Nacional De Orquestas Juveniles E Infantiles De Chile;Otros;2022;;;;31.86490455212922;12.77533039647577;67.89271259189866;250.88354758723798;3955.644571703642;0.09949726356182685;0.44814792264862513;;;25.697503671071953;73.80517179055772;;;;;;;;;;;;;;;;;;;;;3.0;1.0;3.0;1.0;2.0;1.0;1.0;;;1.0;3.0;;;;;;;;;;;;;;;;;;33.0;;;33.0;22.986998798208248;;561603392.0;671
2160;7391;Servicio De Salud Antofagasta Hospital 21 De Mayo Taltal;Ministerio de Salud;2022;16.7;8.0;3.0;57.02479338842975;14.049586776859504;7.676333933464395;108.51536718332999;560.4821111214701;0.028217623900312835;0.23049461412058309;2.618;3.9583333333333335;12.895927601809955;35.19946265010968;2.24;0.0;23.958333333333332;52.08;81.25;;12.5;4.17;0.0;0.0;50.0;-37.879999999999995;12.5;0.0;81.25;;;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;;1.0;1.0;1.0;1.0;2.0;3.0;1.0;;3.0;;;7.0;25.0;25.0;15.0;59.60106756566934;;557795564.0;535
2209;1550588;Subsecretaria De Derechos Humanos;Ministerio de Justicia y Derechos Humanos;2022;0.0;2.0;0.0;38.43843843843844;6.606606606606606;15.240497349320146;1546.5014727177752;727.546846051273;0.735675825977999;0.19152790637662986;26.667;2.0;44.74474474474474;49.115920867910866;2.0;0.0;16.666666666666668;;;0.0;0.0;0.0;0.0;0.0;33.33;-16.67;0.0;0.0;0.0;0.0;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;;20.0;0.0;0.0;11.0;67.8676780446692;;557717401.0;343
662;7105;Corp Municipal De Educ Salud Cultura Y Recreacion De La Florida;Otros;2021;;;;66.89189189189189;0.0;0.0;168.005861723896;506.760213709201;0.08401594557018686;0.16792456594489127;;;17.56756756756757;35.27402887801608;;;;;;;;;;;;;;;;;;;;;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;0.0;;;0.0;59.52968841857731;;555499561.0;148
1167;1191967;Subsecretaria De Defensa;Ministerio de Defensa Nacional;2022;0.0;4.0;0.0;56.21301775147929;7.6923076923076925;11.606304455144803;365.39791024222296;1526.9350156526818;0.44039761755824786;0.5381058494759716;10.0;3.2;27.647058823529413;63.92751123580625;2.29;0.0;20.0;60.0;;50.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;;0.0;50.0;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;2.0;;20.0;0.0;11.0;14.0;64.3313667649951;;552233998.0;170
1;7470;Servicio Nacional De Salud Hospital De Rio Negro;Ministerio de Salud;2021;33.3;6.0;-1.0;38.38951310861423;9.550561797752808;8.767553653179103;285.973830373572;458.8103729651;0.2214705556888322;0.1198210945589624;5.952;3.7333333333333334;24.07079646017699;34.166286703167515;2.0;0.0;25.0;40.0;33.33;;0.0;13.33;0.0;0.0;100.0;0.0;0.0;0.0;33.33;;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;;;13.0;0.0;11.0;11.0;60.37414965986394;;549122835.0;760
625;118627;Consultorio General Urbano Dr Alejandro Gutierrez;Ministerio de Salud;2021;34.1;5.0;-4.0;52.90519877675841;14.984709480122325;14.660339924363639;328.86258806050205;467.979044380593;0.3646419072684794;0.12656735062934663;2.715;3.090909090909091;22.82051282051282;35.42103213812405;1.86;0.0;18.75;52.27;53.33;100.0;0.0;2.27;0.0;0.0;31.25;-68.75;0.0;0.0;53.33;100.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;;13.0;20.0;10.0;13.0;56.12345679012345;;545768420.0;390
1950;7380;Centro De Informacion De Recursos Naturales;Ministerio de Agricultura;2022;14.3;5.0;2.0;49.48096885813149;6.920415224913495;44.93314520912193;617.449523272003;809.2519989225991;0.5010244704548306;0.21842440509068678;4.348;3.7142857142857144;35.294117647058826;47.90521760163997;4.0;0.0;25.0;;14.29;100.0;7.14;0.0;0.0;0.0;87.5;-1.3900000000000006;7.14;0.0;14.29;100.0;;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;;13.0;25.0;22.0;18.0;56.5863086156037;;543157060.0;289
1114;7181;Superintendencia De Insolvencia Y Reemprendimiento;Ministerio de Justicia y Derechos Humanos;2022;0.0;5.0;0.0;78.94736842105263;43.42105263157895;13.539008492184406;211.21876343491502;1011.902743769588;0.07950375215959099;0.42196856838685753;5.128;4.125;17.105263157894736;54.89446920127847;4.12;0.0;21.875;;25.0;100.0;0.0;0.0;0.0;0.0;80.0;-20.0;0.0;0.0;25.0;100.0;;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;;13.0;25.0;22.0;18.0;62.90306174346455;;541746203.0;76
